,title,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Cluster
879,The Circle of Suns and Moons,"John Luther Adams', 'John Luther Adams Ensemble",0.155,0.0344,4,-25.828,0,0.0362,0.966,0.465,0.104,0.028,134.426,467613,1,1
880,Ghost Whispers,Under A Nightmare,0.39,0.129,5,-14.75,1,0.0378,0.934,0.000135,0.111,0.112,168.365,193760,4,7
881,Good As Ever,Works Progress Administration,0.571,0.704,9,-8.393,1,0.0525,0.0289,0.00285,0.345,0.482,153.023,215200,4,4
882,Glitches (The Skin You're In)(featuring The Roots) - Radio Edit,"Amel Larrieux', 'Ahmir K. Thompson', 'Tarik Trotter', 'Guesley Larrieux', 'Scott Storch', 'The Roots",0.84,0.481,2,-5.991,0,0.281,0.0556,1.15e-05,0.182,0.714,95.371,244000,4,8
883,"Maskarade, FS 39, Act III: Act III: Gor Plads! Gor Plads! (Master of the Masquerade)","Carl Nielsen', 'Guido Paevatalu', 'Danish National Symphony Orchestra', 'Michael Schønwandt",0.369,0.0521,4,-21.145,1,0.0549,0.937,0.0613,0.21,0.11,93.911,333907,4,7
884,Love Has Found a Way,Spirit,0.502,0.446,2,-9.596,0,0.0299,0.069,1.55e-06,0.54,0.208,113.25,162027,4,0
885,i used to - electric lady sessions,LCD Soundsystem,0.484,0.896,4,-7.972,0,0.035,0.000635,0.0755,0.12,0.933,116.395,279973,4,6
886,King,James D. Stark,0.73,0.445,6,-8.376,0,0.0446,0.142,0.00109,0.107,0.075,105.976,280131,4,6
887,Save Me,"Eugene Capper', 'Rhodri Brooks",0.677,0.404,0,-9.552,1,0.027,0.653,0,0.249,0.355,83.087,240723,3,7
888,"I Love You, Lord",Studio Musicians,0.194,0.131,5,-14.686,1,0.0342,0.945,0,0.101,0.105,80.15,142400,4,7
889,Pause - Radio Version,Run–D.M.C.,0.737,0.797,6,-9.829,0,0.188,0.0137,5.04e-05,0.322,0.673,106.091,228267,4,6
890,First Nation (feat. Jessica Mauboy & Tasman Keith),"Midnight Oil', 'Jessica Mauboy', 'Tasman Keith",0.65,0.747,9,-6.691,0,0.0283,0.0291,7.98e-05,0.45,0.256,108.013,291507,4,6
891,"Symphony No. 14 in A Major, K. 114: IV. Molto allegro","Wolfgang Amadeus Mozart', 'Northern Chamber Orchestra', 'Nicholas Ward",0.413,0.0761,9,-20.313,1,0.0401,0.978,0.511,0.0618,0.406,79.411,199067,4,1
892,"Herr Gott, dich loben wir BWV 16: Aria: Geliebter Jesu, du allein","Johann Sebastian Bach', 'Ton Koopman', 'Amsterdam Baroque Orchestra & Choir', 'Johannete Zomer', 'Sandrine Piau', 'Sibylla Rubens', 'The Amsterdam Baroque Orchestra & Opera', 'Johannette Zomer",0.304,0.201,5,-16.111,1,0.0515,0.966,1.73e-05,0.285,0.635,134.586,410000,3,7
893,Suicide On the Hillside,Dave Manning,0.289,0.213,0,-12.014,1,0.0288,0.966,0.0084,0.156,0.226,91.248,372413,4,7
894,Celtic Kalkadunga Polka,"Polkastra', 'William Barton",0.453,0.488,9,-5.252,1,0.0408,0.629,0.15,0.287,0.488,126.046,457400,4,4
895,Pute Prada,"Golya Guzman', 'HrPelle",0.869,0.575,6,-4.359,0,0.083,0.348,0,0.0918,0.641,120.029,214016,4,6
896,"Behold, Malevolence",Enterprise Earth,0.309,0.984,8,-7.249,1,0.272,0.00507,0.189,0.145,0.0385,125.164,246849,3,8
897,Dreams,Hiroshima,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,257800,4,4
898,"Clarinet Sonata in F Minor, Op. 120, No. 1: II. Andante un poco adagio",Johannes Brahms,0.195,0.00302,8,-30.221,1,0.0491,0.994,0.856,0.0908,0.0632,130.784,297827,4,1
899,Giù x Terra,Ghali,0.629,0.634,6,-8.866,1,0.0741,0.0823,4.39e-05,0.136,0.283,99.144,133636,4,4
900,Complete Loss of Reality,"Mentallo', 'The Fixer",0.456,0.998,0,-3.977,0,0.141,0.0416,0.928,0.334,0.0539,105.006,155440,4,3
901,Ragmala in Khammaj and Bhatiyalli Dhun,"Vilayat Khan', 'Zakir Hussain",0.432,0.543,1,-10.062,1,0.0378,0.746,0.487,0.677,0.327,134.318,807818,3,0
902,Its Unheard Of,Thaddeus Carlton,0.44,0.284,2,-9.092,1,0.0304,0.764,0.0392,0.076,0.225,79.666,275628,4,7
903,"Cello Suite No. 3 in C Major, BWV 1009: III. Courante","Johann Sebastian Bach', 'Yiorgos Kaloudis",0.35,0.158,6,-24.614,1,0.0616,0.976,0.866,0.288,0.803,86.183,201167,4,1
904,You're Singin' My Song,Durwood Haddock,0.726,0.554,5,-5.29,0,0.0917,0.0421,0,0.106,0.335,169.999,190440,4,6
905,Butterfly Angels,John Boda,0.697,0.638,8,-6.536,1,0.0296,0.00131,0.0622,0.184,0.595,111.981,252558,4,4
906,Suitcase Song,Framing the Red,0.391,0.34,0,-13.3,1,0.0403,0.758,0.000224,0.117,0.26,99.605,280187,3,7
907,SSI Intro,Purple Motion,0.758,0.467,11,-11.419,0,0.206,0.482,0.00665,0.0899,0.232,119.914,103267,4,6
908,Sugar,Jelly Roll Johnson,0.494,0.842,7,-4.784,1,0.0843,0.00579,0,0.122,0.574,162.011,229093,4,4
909,Bethlehem Blue,The Crossing,0.382,0.062,8,-22.542,1,0.0449,0.996,0.967,0.109,0.292,76.806,118654,4,1
910,Suspension Without Suspense,Rockabye Baby!,0.49,0.626,7,-6.899,1,0.031,0.157,0,0.111,0.195,124.975,250587,4,4
911,"Flute Sonata in B Minor, BWV 1030: I. Andante","Johann Sebastian Bach', 'Pauliina Fred', 'Aapo Häkkinen",0.336,0.141,2,-20.141,0,0.0392,0.937,0.000825,0.0913,0.35,114.048,520507,4,7
912,Goin' To Miami,"""Todor 'Toscho' Todorovic""",0.729,0.61,2,-6.905,1,0.0376,0.46,0,0.115,0.171,114.947,185953,4,4
913,Bandamix de Lalo Tzul: Haydee / Que Te Ha Dado Esa Mujer / Se Fué Mi Amor / Adiós Mi Amor,Banda Santa Cecilia,0.349,0.57,0,-7.552,1,0.0455,0.0685,2.69e-06,0.28,0.688,201.266,337615,4,4
914,Livin' In Debt,Thaddeus Carlton,0.677,0.638,8,-8.631,1,0.333,0.589,0,0.193,0.435,82.81,211497,4,8
915,The Collector,Suffering And The Hideous Thieves,0.663,0.964,0,-3.987,1,0.0707,0.0017,0.0637,0.137,0.4,138.009,187493,3,4
916,Sonata for Violin and Harpsichord in C Minor: II. Presto,"Johann Georg Pisendel', 'Rachel Podger",0.378,0.3,11,-19.267,0,0.0342,0.807,0.000279,0.302,0.599,106.258,205947,4,7
917,Variation 6: L'istesso tempo,"Felix Mendelssohn', 'Emanuel Gruber', 'Arnon Erez",0.427,0.0921,2,-26.573,1,0.033,0.99,0.974,0.129,0.965,67.466,29960,3,1
918,Love Me Too,Cody Shuler,0.52,0.573,4,-5.239,1,0.0293,0.181,0,0.107,0.207,117.067,251827,3,4
919,Never Let Me Go,Irene Kral,0.461,0.73,9,-3.262,1,0.0371,0.295,4.31e-06,0.383,0.253,145.197,271013,4,4
920,Le plus beau voyage,Claude Gauthier,0.36,0.4,2,-8.229,1,0.031,0.579,0.00121,0.114,0.134,77.166,244133,4,7
921,Die Pig Die,Abscess,0.49,0.813,8,-3.083,1,0.128,0.235,0,0.275,0.964,170.511,162507,4,4
922,Over the Stone: IV. Crossing the Stone,"Karl Jenkins', 'Traditional', 'Catrin Finch', 'The City of Prague Philharmonic Orchestra",0.187,0.208,5,-13.318,0,0.0399,0.937,0.88,0.0831,0.0429,118.207,257200,4,1
923,Wake Up Time - Home Recording,Tom Petty,0.492,0.175,2,-15.023,1,0.03,0.948,0.000622,0.101,0.237,102.044,340131,3,7
924,Sidetracked In Miami,Tim Kinsella,0.572,0.135,5,-18.804,1,0.0353,0.943,0.067,0.11,0.0773,109.352,156103,4,7
925,John Wayne,Cigarettes After Sex,0.638,0.683,6,-5.889,0,0.0275,0.000877,0.000645,0.178,0.615,109.051,295776,4,6
926,Almost Love - Solo Demo,Andrew Gold,0.515,0.215,2,-13.932,0,0.0453,0.918,0,0.101,0.478,169.2,221882,3,7
927,In The Streets Of London,The Business,0.384,0.274,7,-11.226,1,0.0422,0.693,0.000561,0.448,0.0802,93.274,177333,3,7
928,Wild Ass,Michael Katon,0.839,0.601,9,-7.608,1,0.25,0.051,0.000223,0.0817,0.479,101.995,200333,4,8
929,Wir sind die Welt,Eva Luginger,0.581,0.656,10,-11.248,1,0.0505,0.254,0,0.215,0.376,136.006,244707,4,4
930,Piece of Me,EURINGER,0.769,0.638,11,-5.054,1,0.216,0.0902,0,0.0857,0.782,115.007,212107,4,8
931,Everlasting Love,Fifth Harmony,0.546,0.828,4,-4.771,1,0.0394,0.719,0.03,0.372,0.401,121.418,153947,4,4
932,Void,The Sunless Sea,0.767,0.854,4,-4.57,0,0.0675,0.169,0.000529,0.175,0.519,109.943,230501,4,6
933,MOVES,"The MessyPainter', 'Izzy",0.722,0.758,11,-4.477,0,0.0471,0.0111,0,0.308,0.62,128.047,201160,4,6
934,Aintcha Bitch,"Krizz Kaliko', 'Tech N9ne",0.784,0.582,3,-6.509,0,0.341,0.0563,0,0.352,0.756,73.972,186320,4,8
935,Offertorium-motet - Sub tuum presidium,"The Anonymous', 'Cappella Pratensis', 'Stratton Bull",0.0927,0.233,11,-17.575,1,0.0377,0.993,0.0569,0.0928,0.0425,75.961,161400,3,7
936,You Make My Heart Smile,Gary Jess,0.733,0.443,2,-8.14,0,0.0664,0.645,0.0206,0.107,0.562,103.948,157174,4,6
937,"So Long, Los Guapos",Mating Ritual,0.758,0.175,0,-14.338,1,0.063,0.372,0.916,0.115,0.97,119.998,95428,4,3
938,They'll Never Take Us Alive,Zig Zags,0.362,0.934,6,-3.458,0,0.0579,0.000119,4.9e-06,0.312,0.514,166.03,205316,4,6
939,Monument,Gene Parsons,0.706,0.742,1,-3.19,0,0.351,0.471,0.0142,0.0976,0.595,169.921,173647,4,8
940,Augustine,Swan Dive,0.75,0.606,6,-9.928,1,0.0726,0.153,0.000289,0.316,0.115,119.99,231189,4,4
941,Searching For A Heart,Don Henley,0.612,0.54,7,-11.244,1,0.0264,0.323,0.0207,0.0872,0.644,109.817,256373,4,4
942,Animal Attraction,Shoes,0.848,0.559,7,-4.576,1,0.0501,0.000514,0.00181,0.0933,0.964,122.01,220497,4,4
943,Human Prototype,"APER7URE', '5haus",0.449,0.938,1,-4.944,1,0.056,0.00114,0.473,0.147,0.103,174.017,282759,4,3
944,The Spacemen Are Coming,Trip Theory,0.671,0.865,2,-9.712,1,0.0675,0.0235,0.38,0.104,0.689,138.039,377333,4,4
945,Passage,Mad Essence,0.152,0.0621,9,-30.406,0,0.05,0.881,0.91,0.105,0.0769,70.965,177758,4,1
946,War (Live),Richard Cheese,0.796,0.95,1,-5.107,1,0.127,0.0246,4.34e-05,0.0349,0.769,102.998,411572,4,4
947,Too Young,Joseph Birdsong,0.602,0.635,4,-6.526,0,0.052,0.271,3.2e-05,0.0829,0.225,123.05,237147,4,6
948,Gone Wrong,"Wapp', 'Doublecuhh",0.717,0.735,10,-5.764,0,0.0404,0.0504,0,0.132,0.787,107.0,164000,4,6
949,Keeps Me Breathing (Instrumental),Approaching Nirvana,0.597,0.437,9,-8.45,1,0.0363,0.193,0.0673,0.116,0.0792,128.052,213750,4,4
950,Chicago Blues,"Arthur ""Big Boy"" Crudup",0.332,0.362,10,-16.326,1,0.0355,0.941,0.909,0.933,0.331,79.178,832840,3,0
951,Citadel,Loney Dear,0.247,0.66,9,-7.631,1,0.0369,0.0148,0.000286,0.0884,0.612,114.801,170840,4,4
952,Point of Know Return,Kansas,0.687,0.59,5,-5.204,1,0.0367,0.0889,0.000173,0.171,0.653,136.232,190760,4,4
953,"Fantasia in G Minor, P. 6","John Dowland', 'Nigel North",0.239,0.0102,1,-34.109,0,0.0392,0.992,0.938,0.105,0.121,70.578,229227,4,1
954,Add This Song(Gluteus Maximus Mix) - Gluteus Maximus Mix Remix,GusGus,0.819,0.438,0,-14.434,1,0.0593,0.0513,0.665,0.0984,0.311,126.014,454316,4,3
955,A Golden Age,The Peacers,0.426,0.521,5,-6.552,1,0.0674,0.782,0,0.293,0.439,94.274,156200,4,7
956,"String Quartet No. 14 in C-Sharp Minor, Op. 131: VI. Adagio","Ludwig van Beethoven', 'Calder Quartet",0.199,0.0411,8,-27.764,0,0.046,0.963,0.9,0.149,0.0364,90.767,112640,4,1
957,Cool Black Moon,The Rosedales,0.518,0.888,8,-6.16,1,0.0471,0.000177,0.00299,0.0924,0.88,103.685,110093,4,4
958,Taps,Timothy Seaman,0.169,0.00744,5,-24.656,1,0.0413,0.995,0.985,0.0778,0.202,68.832,54480,3,1
959,Shinjuku Station,The Blue Canyon Boys,0.702,0.836,5,-9.798,0,0.0424,0.125,0.805,0.57,0.836,134.98,347507,4,0
960,Cross Sections/Entropion,Dither,0.398,0.321,9,-13.183,1,0.0446,0.908,0.903,0.142,0.0907,114.554,370387,4,1
961,"Diabelli Variations, Op. 120: Var. 11, Allegretto","Ludwig van Beethoven', 'Imogen Cooper",0.383,0.02,0,-32.809,1,0.0484,0.996,0.938,0.106,0.219,66.983,68440,4,1
962,Slow Water,STNNNG,0.318,0.377,1,-44.508,1,0.0952,0.862,0.00313,0.941,0.0267,130.992,443716,4,0
963,Wandering Away,Carl Verheyen Band,0.423,0.0141,6,-25.915,1,0.036,0.989,0.917,0.114,0.201,89.095,84000,3,1
964,Free Falling,Narconic,0.546,0.623,6,-8.334,1,0.0561,0.00839,0.0271,0.231,0.251,119.997,226000,4,4
965,Slow an' Easy,Whitesnake,0.63,0.546,0,-14.802,1,0.0443,0.21,0.00969,0.0632,0.258,106.215,369933,4,4
966,Gifts,"Dana Alexandra', 'Mark Wesling",0.515,0.841,8,-3.753,1,0.0382,0.266,0,0.259,0.82,156.061,202240,4,4
967,Cicada,Hazmat Modine,0.393,0.0617,0,-45.137,1,0.0512,0.39,0.825,0.14,0.0384,78.664,87532,3,1
968,"Brandenburg Concerto No. 4 in G Major, BWV 1049: III. Presto","Johann Sebastian Bach', 'English Baroque Soloists', 'John Eliot Gardiner",0.515,0.304,6,-15.994,1,0.0381,0.877,3.02e-06,0.0942,0.642,105.357,284973,4,7
969,Deal with the Preacher - 2015 Remaster,Bad Company,0.48,0.803,7,-8.059,1,0.0677,0.0628,0,0.19,0.815,125.446,302360,4,4
970,Ventilation Management - Original Composition Inspired by Limp Bizkit,Vitamin String Quartet,0.408,0.53,9,-8.689,1,0.0604,0.12,0.0359,0.116,0.461,183.508,211200,4,4
971,Let the Wrong One Out,Gaytheist,0.713,0.565,7,-8.692,0,0.0271,0.0276,0.0952,0.0818,0.205,114.999,252227,4,6
972,Moses,Bigfoot Woman,0.594,0.811,4,-3.754,0,0.0954,0.098,0,0.116,0.128,143.912,272693,4,6
973,"Time Passes Slowly #1 - Alternate Version, New Morning",Bob Dylan,0.559,0.433,11,-9.752,1,0.0545,0.723,0,0.122,0.656,145.86,138067,3,7
974,"Pelleas und Melisande, Op. 5: Sehr langsam -","Arnold Schoenberg', 'Philharmonia Orchestra', 'Robert Craft",0.128,0.0428,1,-26.333,1,0.0375,0.946,0.689,0.119,0.0359,86.862,283600,3,1
975,"Piano Sonata in F Minor, Op. 2, No. 1: I. Allegro","Ludwig van Beethoven', 'Martin Roscoe",0.245,0.0691,11,-25.879,0,0.0354,0.993,0.899,0.0933,0.0726,58.029,792000,4,1
976,Introducing Unemployment,Antonelli,0.797,0.437,4,-11.707,0,0.163,0.00821,0.88,0.111,0.206,124.987,242187,4,3
977,Anarchy,Stay Out,0.552,0.0855,7,-21.638,1,0.101,0.974,0,0.137,0.604,83.871,167879,4,7
978,Anyone Can Whistle,Lee Remick,0.416,0.24,3,-12.151,1,0.0309,0.906,1.8e-06,0.119,0.282,93.138,117533,4,7
979,Solitary Confinement,"Decadawn', 'Tomas Lindberg",0.603,0.696,2,-3.217,1,0.0278,0.572,0,0.141,0.501,99.88,225682,4,4
980,White Ribbons,George Skaroulis,0.832,0.399,6,-11.664,0,0.0414,0.526,0.000842,0.155,0.775,115.023,196493,4,6
981,Eating Lunch in My Car,William Rogue,0.854,0.398,2,-13.481,1,0.146,0.084,0.00169,0.0885,0.785,111.001,116920,4,4
982,Drain You,Horse Feathers,0.325,0.929,11,-5.625,0,0.0695,0.000129,2.22e-06,0.184,0.198,133.358,223880,4,6
983,Resolution Calling,Petroleum Falcon,0.572,0.991,2,-2.569,1,0.0667,0.0473,3.73e-05,0.219,0.295,123.953,279827,4,4
984,What You Waiting For?,Gwen Stefani Piano Tribute,0.676,0.948,5,-2.557,1,0.0628,0.0509,8.19e-06,0.384,0.731,136.027,221227,4,4
985,God Complex,Like Moths To Flames,0.636,0.537,7,-6.559,1,0.0578,0.472,0,0.107,0.595,73.99,210000,4,4
986,Outro,Horrid,0.226,0.261,2,-11.276,1,0.0339,0.0301,0.0677,0.0628,0.084,108.915,247027,4,7
987,It's Raining Here This Morning,Ralph Stanley II,0.535,0.28,3,-18.386,1,0.0377,0.847,0.00378,0.104,0.773,116.576,217360,4,7
988,Sie - Piano Sessions,LEA,0.723,0.214,3,-10.593,0,0.0537,0.929,0,0.123,0.468,119.871,193387,4,7
989,Slappin' the Cakes on Me,"Jessica Molaskey,Dave Frishberg",0.637,0.285,10,-13.912,0,0.0712,0.551,0,0.136,0.583,121.735,216893,4,6
990,Rigoletto: Gualtier Maldè... Caro nome che il mio cor,"Giuseppe Verdi', 'Riccardo Muti",0.253,0.0129,4,-30.657,1,0.0663,0.932,0,0.0599,0.0391,81.934,394000,3,1
991,One Note Joe,The Hi-Risers,0.587,0.119,3,-18.476,0,0.0931,0.927,0.0166,0.121,0.401,155.292,303507,4,7
992,Fast Food,Cowboy5,0.727,0.483,5,-13.068,0,0.203,0.842,0.949,0.195,0.316,147.172,158761,4,3
993,Profile,Colin Gawel,0.552,0.652,5,-3.232,0,0.0279,0.221,2.53e-05,0.394,0.223,75.009,144009,4,6
994,Here We Go,Tilo The Godlion,0.469,0.623,1,-4.432,1,0.0302,0.345,0,0.588,0.198,134.943,209778,4,0
995,Give Me One Kiss,"Various Artists', 'Dara Chom Chan",0.681,0.779,7,-9.738,1,0.0452,0.0143,0.484,0.0626,0.963,125.599,185333,4,4
996,"Piano Sonata in D Major, Op. 28 ‘Pastoral’: IV. Rondo - Allegro ma non troppo","Ludwig van Beethoven', 'Martin Roscoe",0.258,0.0988,2,-24.079,1,0.0418,0.991,0.893,0.102,0.231,86.46,276507,4,1
997,Little Desert Ambient,All India Radio,0.173,0.0706,0,-26.365,1,0.0349,0.917,0.929,0.0891,0.0327,67.83,220590,4,1
998,The Path Straight Thru - Mukqs Shortcut,"Fire-Toolz', 'Mukqs",0.201,0.715,4,-8.769,0,0.326,0.517,0.355,0.392,0.275,86.066,326937,1,0
999,Pale Blue Eyes (Radio Caroline),Radio Caroline,0.523,0.259,7,-10.601,1,0.0325,0.455,6.43e-06,0.0979,0.192,72.938,211040,4,7
1000,Anal Phase - Demo,Imago Mortis,0.251,0.78,0,-10.253,1,0.0471,0.119,3.56e-05,0.13,0.514,150.567,332573,4,4
1001,Skulls,The Erotics,0.469,0.852,2,-10.821,1,0.0446,0.422,2.68e-06,0.474,0.344,113.616,118960,4,4
1002,Only Happy When It Rains,Vitamin String Quartet,0.511,0.827,1,-4.55,0,0.0323,3.77e-05,0.00103,0.208,0.486,121.459,236533,4,6
1003,Pulsefire Caitlyn (From League of Legends: Season 7),League of Legends,0.607,0.431,2,-11.251,1,0.0282,0.0226,0.903,0.102,0.151,120.007,200000,4,3
1004,Saturday Night - Single Edit,Robbie Dupree,0.733,0.874,11,-9.065,1,0.0391,0.0334,0.0293,0.214,0.965,129.963,223922,4,4
1005,Boundaries & Dreams,Midair Dervish,0.275,0.784,10,-4.602,1,0.046,0.526,4.47e-05,0.0613,0.48,88.379,131880,4,4
1006,Saturday,I Can Lick Any Sonofabitch in the House,0.637,0.864,8,-4.381,1,0.0468,0.484,0,0.222,0.706,99.995,214720,4,4
1007,Spanischer Tanz (from Die Fledermaus),"Johann Strauss II', 'Budapest Strauss Ensemble', 'Istvan Bogar",0.636,0.358,0,-14.581,1,0.0367,0.901,0.235,0.0954,0.73,107.63,73293,1,7
1008,Before This Time Another Year,Jayme Stone,0.591,0.4,5,-11.032,1,0.132,0.772,0,0.359,0.62,171.803,304227,3,7
1009,I Can Hardly Wait,The Blank Tapes,0.662,0.487,8,-9.25,1,0.028,0.693,0,0.2,0.395,120.059,287427,4,7
1010,Makin' The Game Mistakes,Bob Martin,0.576,0.527,2,-11.528,1,0.089,0.0191,0,0.178,0.461,105.36,191200,4,4
1011,Loch Lomond,"""Newman Sound Men's Choir""",0.381,0.224,8,-9.643,1,0.0274,0.903,0,0.103,0.101,144.108,200644,4,7
1012,If The Fall Don't Get You,Janie Fricke,0.712,0.658,5,-13.54,1,0.0568,0.0603,0,0.128,0.926,141.731,168827,4,4
1013,Lutheran Teens,Tyte Jeff,0.5,0.894,2,-5.036,1,0.06,0.0222,0.00531,0.101,0.408,136.006,266307,4,4
1014,Shepherd Moons,Vitamin String Quartet,0.321,0.015,5,-28.528,1,0.0334,0.987,0.935,0.108,0.047,64.624,224933,4,1
1015,Chinese Medicine,King Nun,0.703,0.458,8,-10.646,1,0.0633,0.0541,0.748,0.134,0.274,79.998,96000,4,3
1016,Play Pimpin (Instrumental),Kydd Trell,0.754,0.828,4,-8.115,1,0.0717,0.0297,0.468,0.272,0.563,91.977,209240,4,4
1017,Secrets and Lies,X-Ray Dog,0.152,0.399,9,-9.759,0,0.0322,0.0195,0.000393,0.15,0.136,68.826,263929,4,6
1018,"Nocturne in B Major, Op. 40, B. 47","Antonín Dvořák', 'Baltimore Symphony Orchestra', 'Marin Alsop",0.119,0.0414,11,-28.366,1,0.0429,0.614,0.909,0.135,0.0367,78.906,453787,4,1
1019,"Chelovek s ruzh'yom (The Man with a Gun), Op. 53: II. October: Allegro moderato","Dmitri Shostakovich', 'BBC Philharmonic', 'Vassily Sinaisky",0,0,0,0,0,0,0,0,0,0,0,0,0,2
1020,The Shine,Songs To Your Eyes,0.679,0.553,8,-6.074,1,0.0493,0.266,0,0.0841,0.575,99.983,188027,4,4
1021,Ask Me No Questions,John Campbelljohn,0.608,0.84,10,-5.738,0,0.0799,0.216,0.000351,0.559,0.705,124.423,302640,4,0
1022,Caleb Meyer,The Greencards,0.685,0.547,8,-6.945,1,0.03,0.693,0.0422,0.0572,0.675,93.367,185067,4,4
1023,Caldonia,Al & The Coholics,0.465,0.633,0,-6.398,1,0.0676,0.819,6.86e-05,0.132,0.894,165.484,163507,4,4
1024,Morning Moon,"Holler, Wild Rose!",0.585,0.172,9,-15.14,0,0.0668,0.732,0.918,0.0971,0.0484,79.939,136687,4,1
1025,Dime at the Bottom of My Purse,Emily Rose,0.443,0.249,3,-14.93,0,0.0394,0.526,3.32e-06,0.118,0.296,77.62,174000,4,7
1026,La Perla,"Eduard Kutrowatz', 'Elisabeth Kulman",0.664,0.524,7,-10.5,1,0.0509,0.0316,0.892,0.176,0.403,124.0,317004,4,3
1027,Bear Cat Papa Blues,Gene Autry,0.72,0.18,1,-12.856,1,0.0686,0.986,7.32e-06,0.11,0.707,123.122,168560,3,7
1028,As You Said,Tortoise,0.456,0.388,2,-15.385,1,0.0314,0.798,0.128,0.144,0.194,85.646,260467,4,7
1029,Nothing At All,Michael Carpenter,0.557,0.772,4,-5.598,0,0.0573,0.156,0,0.125,0.267,141.946,170282,4,6
1030,Playing Free - Pink Alert Trinidub,"Donna Regina', 'Pink Alert",0.808,0.336,1,-13.753,1,0.0998,8.18e-06,0.944,0.108,0.328,112.978,314093,4,3
1031,Search On,Aretha Franklin,0.45,0.165,0,-17.54,1,0.0419,0.995,0.939,0.0958,0.429,100.427,97489,3,1
1032,"Violin Concerto No. 5 in A Minor, MS 78: I. Allegro maestoso (Cadenza by I. Turban)","Niccolò Paganini', 'Ingolf Turban', 'WDR Rundfunkorchester Köln', 'Lior Shambadal",0.413,0.0958,9,-20.05,0,0.0466,0.967,0.655,0.0885,0.225,115.534,1169533,4,1
1033,Giant,The The,0.192,0.0409,0,-29.467,1,0.0391,0.994,0.98,0.0956,0.0394,69.071,195751,4,1
1034,What I'm About (Remix) [feat. Bosko],"Cool Nutz', 'Bosko",0.84,0.811,1,-4.189,1,0.212,0.229,8.3e-05,0.0502,0.554,95.514,233787,4,4
1035,El Secreto,Jaguares,0.718,0.117,0,-16.624,0,0.112,0.725,0.897,0.111,0.434,79.764,87500,4,1
1036,Long Distance Lover,Babatunde Olatunji,0.879,0.573,11,-8.972,0,0.0458,0.0707,0.0859,0.106,0.962,137.976,264024,4,6
1037,"Do Right Woman, Do Right Man",Aretha Franklin,0.668,0.284,9,-10.192,1,0.0413,0.706,0,0.131,0.491,134.911,196640,3,7
1038,I Need a Manager,DC Cardwell,0.745,0.646,6,-6.987,0,0.17,0.157,0,0.338,0.46,79.993,203908,4,6
1039,Oraș De Iluzie,Impossible!,0.469,0.623,2,-3.562,0,0.0395,0.0103,0.675,0.0669,0.42,83.862,256580,3,3
1040,Back to Life,Miriam Tamar,0.467,0.701,4,-4.997,1,0.0302,0.191,0,0.0769,0.28,132.041,214219,3,4
1041,A Brief Stop,Mark Rushton,0.453,0.916,6,-8.239,0,0.218,0.0983,2.19e-06,0.111,0.114,140.08,283360,4,6
1042,Open Book,Mariana Trench,0.604,0.21,7,-15.42,1,0.0483,0.948,0.804,0.11,0.549,92.595,160853,4,7
1043,With This Heart,Kansas,0.429,0.913,0,-4.765,1,0.0395,0.0149,0.0251,0.114,0.584,194.905,253627,3,4
1044,Somebody Else's Love Story,Eric Harper,0.611,0.409,9,-9.465,0,0.0241,0.706,0.00107,0.108,0.229,79.013,269493,4,6
1045,Management Confidential,Robert Poss,0.586,0.831,5,-9.271,1,0.0529,0.0822,0.933,0.0536,0.361,94.997,250312,4,3
1046,Monstercat Podcast Ep. 089,Monstercat Call of the Wild,0.415,0.883,11,-4.025,0,0.102,0.00919,0.0214,0.391,0.34,100.46,3505734,4,5
